13189;EG;ISN07;EAS-178/ISN-D7;N50502066;W001201594;EGHI;EG;W0029;WGE;EGTT;EGTT;;;;I F;
13190;EG;ISN2;EAS-028/ISN-D2;N50591751;W001195350;EGHI;EG;W0029;WGE;EGTT;EGTT;;;;ISF;
13191;EG;ISN5;EAS-028/ISN-D5;N51020032;W001175256;EGHI;EG;W0029;WGE;EGTT;EGTT;;;;IAF;
13192;EG;ISN50;EAS-198/ISN-D5;N50522873;W001232521;EGHI;EG;W0029;WGE;EGTT;EGTT;;;;IAF;
13193;EG;ISN7;EAS-028/ISN-D7;N51034883;W001163181;EGHI;EG;W0029;WGE;EGTT;EGTT;;;;I F;
13194;EG;SAM02;SAM-010/D2;N50591800;W001202076;EGHI;EG;W0029;WGE;EGTT;EGTT;;;;ISF;
13195;EG;SAM05;SAM-010/D5;N51021664;W001194856;EGHI;EG;W0029;WGE;EGTT;EGTT;;;;IAF;
13196;EG;SAM07;SAM-210/D7;N50510328;W001253768;EGHI;EG;W0029;WGE;EGTT;EGTT;;;;I F;
13197;EG;SAM12;SAM-210/D12;N50463484;W001290794;EGHI;EG;W0029;WGE;EGTT;EGTT;;;;IIF;
13198;EG;SAM3;RW20-022/D3;N51001578;W001193747;EGHI;EG;W0029;WGE;EGTT;EGTT;;;;I F;
13199;EG;SAM5;RW20-022/D5;N51020904;W001183527;EGHI;EG;W0029;WGE;EGTT;EGTT;;;;I F;
13200;EG;SAM50;SAM-210/D5;N50525062;W001241339;EGHI;EG;W0029;WGE;EGTT;EGTT;;;;IAF;
13201;EG;SAM7;SAM-191/D7;N50502293;W001220843;EGHI;EG;W0029;WGE;EGTT;EGTT;;;;I F;
13203;EG;25GUR;GUR-095/D02.5;N49260857;W002322363;EGJB;EG;W0034;WGE;LFRR;LFFF;;;;I F;
13204;EG;30GUR;GUR-275/D3.0;N49261827;W002404899;EGJB;EG;W0038;WGE;LFRR;LFFF;;;;I F;
13205;EG;3GUR;GUR-087/D3.0;N49263430;W002313930;EGJB;EG;W0038;WGE;LFRR;LFFF;;;;I F;
13206;EG;55GUR;GUR-267/D05.5;N49253390;W002443511;EGJB;EG;W0035;WGE;LFRR;LFFF;;;;I F;
13207;EG;56GUR;GUR-095/D05.6;N49260185;W002273887;EGJB;EG;W0034;WGE;LFRR;LFFF;;;;I F;
13208;EG;85GUR;GUR-267/D08.5;N49251186;W002490872;EGJB;EG;W0035;WGE;LFRR;LFFF;;;;I F;
13209;EG;86GUR;GUR-095/D08.6;N49255516;W002230331;EGJB;EG;W0033;WGE;LFRR;LFFF;;;;I F;
13210;EG;GUR3;RW27-271/GUR D03.0;N49255793;W002405226;EGJB;EG;W0034;WGE;LFRR;LFFF;;;;I Z;
13211;EG;GUR30;RW09-091/GUR-D3.0;N49261357;W002314030;EGJB;EG;W0038;WGE;LFRR;LFFF;;;;I Z;
13212;EG;GUR43;RW09-271/GUR D04.3;N49255417;W002425066;EGJB;EG;W0034;WGE;LFRR;LFFF;;;;I F;
13213;EG;GUR45;RW27-091/GUR D04.5;N49261672;W002292345;EGJB;EG;W0034;WGE;LFRR;LFFF;;;;I F;
13214;EG;GUR55;RW09-271/GUR D05.5;N49255091;W002444084;EGJB;EG;W0035;WGE;LFRR;LFFF;;;;I F;
13215;EG;GUR56;RW27-091/GUR D05.6;N49261939;W002274241;EGJB;EG;W0034;WGE;LFRR;LFFF;;;;I F;
13216;EG;GUR85;GUR-271/D08.5;N49255173;W002491388;EGJB;EG;W0035;WGE;LFRR;LFFF;;;;I F;
13217;EG;GUR86;GUR-091/D08.6;N49263475;W002230335;EGJB;EG;W0033;WGE;LFRR;LFFF;;;;I F;
13220;EG;13JSY;JSY-265/D13.0;N49113748;W002222609;EGJJ;EG;W0032;WGE;LFRR;LFRR;;;;I F;
13221;EG;60IJJ;JW-245/IJJ-D6.0;N49094840;W002202705;EGJJ;EG;W0032;WGE;LFRR;LFRR;;;;I F;
13222;EG;D103;JSY-265/D10.3;N49115821;W002182113;EGJJ;EG;W0031;WGE;LFRR;LFRR;;;;I F;
13223;EG;D6;RW27-267/D6.0;N49115292;W002201143;EGJJ;EG;W0032;WGE;LFRR;LFRR;;;;I F;
13224;EG;IDD04;RW27-087/D4.0;N49130269;W002050272;EGJJ;EG;W0031;WGE;LFRR;LFFF;;;;I F;
13225;EG;IDD8;JSY-128/IDD-D8.0;N49113543;W001585885;EGJJ;EG;W0034;WGE;LFRR;LFFF;;;;I F;
13226;EG;IJJ04;RW09-267/D4.0;N49115493;W002182494;EGJJ;EG;W0040;WGE;LFRR;LFFF;;;;I F;
13227;EG;IJJ06;RW09-267/D4.0;N49113957;W002212638;EGJJ;EG;W0040;WGE;LFRR;LFFF;;;;I F;
13228;EG;JSY03;JSY-085/D3;N49134092;W001581422;EGJJ;EG;W0030;WGE;LFRR;LFFF;;;;I F;
13229;EG;JSY12;DIN-005/JSY D12.0;N49011945;W002032626;EGJJ;EG;W0030;WGE;LFRR;LFFF;;;;I D;
13230;EG;JSY13;DIN-357/JSY-D13.0;N49010216;W002092610;EGJJ;EG;W0037;WGE;LFRR;LFFF;;;;I D;
13231;EG;JSY20;JSY-320/D20.0;N49275347;W002233656;EGJJ;EG;W0032;WGE;LFRR;LFFF;;;;I D;
13232;EG;JSY3;JSY-128/D3.0;N49113511;W001585889;EGJJ;EG;W0040;WGE;LFRR;LFFF;;;;I F;
13233;EG;JSYD3;JSY-265/D3;N49125084;W002071801;EGJJ;EG;W0030;WGE;LFRR;LFRR;;;;I F;
13234;EG;JW06;JW-087/D6.0 2MIN;N49125951;W002040581;EGJJ;EG;W0031;WGE;LFRR;LFRR;;;;I F;
13235;EG;R245F;JW-245/IJJ-D6.0;N49094546;W002203502;EGJJ;EG;W0032;WGE;LFRR;LFRR;;;;I F;
13236;EG;R251M;JSY-251/D13.0;N49082136;W002210677;EGJJ;EG;W0032;WGE;LFRR;LFRR;;;;I F;
13239;EG;20SRH;SHM-024/SRH-D2;N50521117;W000162877;EGKA;EG;W0026;WGE;EGTT;EGTT;;;;ISF;
13240;EG;30SRH;SHM-024/SRH-D3;N50530715;W000155485;EGKA;EG;W0026;WGE;EGTT;EGTT;;;;ISF;
13241;EG;45SRH;SHM-024/SRH-D4.5;N50543110;W000150395;EGKA;EG;W0026;WGE;EGTT;EGTT;;;;IAF;
13242;EG;65SRH;SHM-006/SRH-D6.5;N50563674;W000170766;EGKA;EG;W0027;WGE;EGTT;EGTT;;;;I F;
13243;EG;SRH15;SHM-204/SRH-D1.5;N50484967;W000183155;EGKA;EG;W0027;WGE;EGTT;EGTT;;;;I F;
13244;EG;SRH45;SHM-204/SRH-D4.5;N50460215;W000201459;EGKA;EG;W0027;WGE;EGTT;EGTT;;;;I F;
13245;EG;SRH55;SHM-188/SRH-D5.5;N50444192;W000182755;EGKA;EG;W0026;WGE;EGTT;EGTT;;;;I F;
13246;EG;BGH66;RW21-028/D6.6;N51261446;E000064996;EGKB;EG;W0024;WGE;EGTT;EGTT;;;;I F;
13247;EG;BIG01;RW03-028/BIG D01.0;N51204712;E000023947;EGKB;EG;W0027;WGE;EGTT;EGTT;;;;I D;
13248;EG;BIG02;BIG-209/D2;N51180393;E000003984;EGKB;EG;W0024;WGE;EGTT;EGTT;;;;I F;
13249;EG;BIG07;BIG-025/D7;N51261848;E000062277;EGKB;EG;W0024;WGE;EGTT;EGTT;;;;I F;
13250;EG;BIG08;BIG-062/D8;N51235357;E000130604;EGKB;EG;W0024;WGE;EGTT;EGTT;;;;I F;
13251;EG;BIG45;BIG-025/D4.5;N51240017;E000045068;EGKB;EG;W0024;WGE;EGTT;EGTT;;;;IAF;
13252;EG;DET4;DET-278/D04.0;N51183708;E000292946;EGKB;EG;W0026;WGE;EGTT;EGTT;;;;I D;
13253;EG;DET7;DET-017/D7.0;N51250081;E000382658;EGKB;EG;W0035;WGE;EGTT;EGTT;;;;I D;
13254;EG;DET9;DET-278/D9.0;N51190494;E000213341;EGKB;EG;W0026;WGE;EGTT;EGTT;;;;I D;
13255;EG;IBGH2;RW21-208/IBGH-D2;N51181922;E000004629;EGKB;EG;W0024;WGE;EGTT;EGTT;;;;I F;
13256;EG;IBGH4;RW21-028/D4;N51235395;E000050228;EGKB;EG;W0024;WGE;EGTT;EGTT;;;;IAF;
13257;EG;R041G;BIG-041/D7;N51251899;E000090350;EGKB;EG;W0024;WGE;EGTT;EGTT;;;;I F;
13309;EG;LAM15;LAM-161/D15;N51245670;E000181355;EGKK;EG;W0034;WGE;EGTT;EGTT;;;;I D;
13260;EG;20DET;DET-261/D20;N51142556;E000043426;EGKK;EG;W0030;WGE;EGTT;EGTT;;;;I D;
13261;EG;22MID;MID-116/D22.0;N50543171;W000053217;EGKK;EG;W0026;WGE;EGTT;EGTT;;;;I F;
13262;EG;23IWW;RW26R-260/IWW-D02.3;N51081895;W000161355;EGKK;EG;W0027;WGE;EGTT;EGTT;;;;I D;
13263;EG;25IGG;RW08L-080/IGG D02.5;N51094073;W000062751;EGKK;EG;W0028;WGE;EGTT;EGTT;;;;I D;
13264;EG;28SFD;NIGIT-127/SFD D28.0;N51010376;W000292865;EGKK;EG;W0034;WGE;EGTT;EGTT;;;;I E;
13265;EG;30IGG;RW08L-080/IGG-D03.0;N51094871;W000053989;EGKK;EG;W0026;WGE;EGTT;EGTT;;;;I D;
13266;EG;31DVR;DVR-281/D31.0;N51134625;E000324135;EGKK;EG;W0034;WGE;EGTT;EGTT;;;;I D;
13267;EG;33DVR;DVR-280/D33;N51135660;E000291890;EGKK;EG;W0034;WGE;EGTT;EGTT;;;;I D;
13268;EG;35IGG;RW08L-080/IGG D3.5;N51095347;W000045437;EGKK;EG;W0030;WGE;EGTT;EGTT;;;;I D;
13269;EG;5DET;DET-015/D5;N51230569;E000373947;EGKK;EG;W0030;WGE;EGTT;EGTT;;;;I D;
13270;EG;D29DE;DET-261/D29;N51124005;W000092813;EGKK;EG;W0030;WGE;EGTT;EGTT;;;;I D;
13271;EG;DET10;DET-261/D10;N51162082;E000201148;EGKK;EG;W0030;WGE;EGTT;EGTT;;;;I D;
13272;EG;DET11;DET-196/D11.0;N51073371;E000314310;EGKK;EG;W0026;WGE;EGTT;EGTT;;;;I E;
13273;EG;DET26;DET-262/D26;N51134001;W000045466;EGKK;EG;W0026;WGE;EGTT;EGTT;;;;I D;
13274;EG;DET31;DET-261/D31;N51121637;W000123518;EGKK;EG;W0030;WGE;EGTT;EGTT;;;;I D;
13275;EG;DET36;DET-262/D36;N51115071;W000203281;EGKK;EG;W0027;WGE;EGTT;EGTT;;;;I D;
13276;EG;DET43;DET-262/D43;N51103296;W000312877;EGKK;EG;W0028;WGE;EGTT;EGTT;;;;I D;
13277;EG;DVR31;DVR-275/D31.0;N51100695;E000321835;EGKK;EG;W0034;WGE;EGTT;EGTT;;;;I D;
13278;EG;DVR33;DVR-273/D33;N51100517;E000290768;EGKK;EG;W0030;WGE;EGTT;EGTT;;;;I D;
13279;EG;DVR35;DVR-263/D35;N51031869;E000264527;EGKK;EG;W0035;WGE;EGTT;EGTT;;;;I D;
13280;EG;I130;HASTY-041/MAY-130;N50464385;E000355048;EGKK;EG;W0032;WGE;EGTT;EGTT;;;;I E;
13281;EG;I273;GE-080/DVR-273;N51100856;W000020780;EGKK;EG;W0030;WGE;EGTT;EGTT;;;;I D;
13282;EG;I329;SAM-070/GWC-329;N51032856;W000580211;EGKK;EG;W0029;WGE;EGTT;EGTT;;;;I D;
13283;EG;IGG02;RW08R-260 D2.0;N51081906;W000153056;EGKK;EG;W0029;WGE;EGTT;EGTT;;;;I F;
13284;EG;IGG25;RW08R-080/IGG D2.5;N51093437;W000062615;EGKK;EG;W0035;WGE;EGTT;EGTT;;;;I D;
13285;EG;IGG30;RW08R-080/IGG-D03.0;N51094147;W000054474;EGKK;EG;W0026;WGE;EGTT;EGTT;;;;I D;
13286;EG;IGG35;RW08R-080/IGG D03.5;N51094711;W000045302;EGKK;EG;W0030;WGE;EGTT;EGTT;;;;I D;
13287;EG;IGG86;RW08R-260/IGG D08.6;N51065328;W000254417;EGKK;EG;W0029;WGE;EGTT;EGTT;;;;I F;
13288;EG;IWW23;RW26L-260/IWW D02.3;N51081559;W000155861;EGKK;EG;W0030;WGE;EGTT;EGTT;;;;I D;
13289;EG;IWW55;RW26L-080/D05.5;N51101197;W000014652;EGKK;EG;W0028;WGE;EGTT;EGTT;;;;I F;
13290;EG;IWW68;RW26L-261/IWW D6.8;N51071655;W000225916;EGKK;EG;W0033;WGE;EGTT;EGTT;;;;I D;
13291;EG;KKE09;KKE09;N51095700;E000035300;EGKK;EG;W0024;WGE;EGTT;EGTT;;;;W;
13292;EG;KKE11;KKE11;N51073700;E000044100;EGKK;EG;W0024;WGE;EGTT;EGTT;;;;W;
13293;EG;KKE12;KKE12;N51080400;E000061300;EGKK;EG;W0024;WGE;EGTT;EGTT;;;;W;
13294;EG;KKE13;KKE13;N51104000;E000091000;EGKK;EG;W0024;WGE;EGTT;EGTT;;;;W;
13295;EG;KKE15;KKE15;N51082000;E000095800;EGKK;EG;W0024;WGE;EGTT;EGTT;;;;W;
13296;EG;KKE16;KKE16;N51083100;E000110900;EGKK;EG;W0024;WGE;EGTT;EGTT;;;;W;
13297;EG;KKE20;KKE20;N51002000;E000154500;EGKK;EG;W0024;WGE;EGTT;EGTT;;;;W;
13298;EG;KKE21;KKE21;N51032400;E000154900;EGKK;EG;W0024;WGE;EGTT;EGTT;;;;W;
13299;EG;KKE25;KKE25;N50591500;E000193600;EGKK;EG;W0023;WGE;EGTT;EGTT;;;;W;
13300;EG;KKE26;KKE26;N50560400;E000205800;EGKK;EG;W0023;WGE;EGTT;EGTT;;;;W;
13301;EG;KKM01;KKM01;N51110928;E000050932;EGKK;EG;W0024;WGE;EGTT;EGTT;;;;W;
13302;EG;KKM02;KKM02;N51063566;W000275451;EGKK;EG;W0026;WGE;EGTT;EGTT;;;;W;
13303;EG;KKM03;KKM03;N51005255;W000304521;EGKK;EG;W0026;WGE;EGTT;EGTT;;;;W;
13304;EG;KKS20;KKS20;N51044900;E000055800;EGKK;EG;W0024;WGE;EGTT;EGTT;;;;W;
13305;EG;KKS21;KKS21;N51031400;W000053900;EGKK;EG;W0025;WGE;EGTT;EGTT;;;;W;
13306;EG;KKW08;KKW08;N51065325;W000254808;EGKK;EG;W0026;WGE;EGTT;EGTT;;;;WA;
13307;EG;KKW41;KKW41;N51000500;W000282400;EGKK;EG;W0026;WGE;EGTT;EGTT;;;;W;
13308;EG;LAM10;LAM-161/D10.0;N51293320;E000151165;EGKK;EG;W0034;WGE;EGTT;EGTT;;;;I D;
13310;EG;MAY03;MAY-005/D3;N51040125;E000070545;EGKK;EG;W0035;WGE;EGTT;EGTT;;;;I F;
13311;EG;MAY12;MAY-114/D12;N50571307;E000245778;EGKK;EG;W0033;WGE;EGTT;EGTT;;;;I E;
13312;EG;MAY18;MAY-277/D18;N51022675;W000213390;EGKK;EG;W0034;WGE;EGTT;EGTT;;;;I F;
13313;EG;MAY19;MAY-130/MAY D19.0;N50491999;E000303642;EGKK;EG;W0025;WGE;EGTT;EGTT;;;;I E;
13314;EG;MAY23;MAY-279/D23;N51025025;W000292960;EGKK;EG;W0034;WGE;EGTT;EGTT;;;;I F;
13315;EG;MAY24;LYD-255/MAY D24.0;N50582230;E000444365;EGKK;EG;W0033;WGE;EGTT;EGTT;;;;I E;
13316;EG;MAY5;MAY-277/D05.0;N51012576;W000005559;EGKK;EG;W0034;WGE;EGTT;EGTT;;;;I E;
13317;EG;MAY85;MAY-005/D8.5;N51092988;E000071916;EGKK;EG;W0035;WGE;EGTT;EGTT;;;;I F;
13318;EG;MAY9;MAY-288/D9;N51030673;W000065412;EGKK;EG;W0035;WGE;EGTT;EGTT;;;;I D;
13259;EG;10MID;GY-261/MID D10.0;N51071655;W000225916;EGKK;EG;W0030;WGE;EGTT;EGTT;;;;I D;
13319;EG;MID05;MID-119/D5;N51010079;W000302429;EGKK;EG;W0036;WGE;EGTT;EGTT;;;;I E;
13320;EG;MID10;GY-260/MID-D10.5;N51072256;W000221250;EGKK;EG;W0028;WGE;EGTT;EGTT;;;;I D;
13321;EG;MID11;MID-107/D11;N51003210;W000203260;EGKK;EG;W0034;WGE;EGTT;EGTT;;;;I F;
13322;EG;MID5;MID-107/D5;N51020041;W000294745;EGKK;EG;W0034;WGE;EGTT;EGTT;;;;I F;
13323;EG;MID8;MID-067/D08.0;N51065045;W000260503;EGKK;EG;W0030;WGE;EGTT;EGTT;;;;I D;
13325;EG;OCK23;OCK-179/D23.0;N50552306;W000241468;EGKK;EG;W0030;WGE;EGTT;EGTT;;;;I D;
13326;EG;OCK28;OCK-179/D28.0;N50502414;W000234126;EGKK;EG;W0030;WGE;EGTT;EGTT;;;;I D;
13327;EG;R126R;BIG-126/D18.0;N51095493;E000255772;EGKK;EG;W0024;WGE;EGTT;EGTT;;;;I D;
13328;EG;R178M;OCK-178/D13.0;N51052088;W000252190;EGKK;EG;W0030;WGE;EGTT;EGTT;;;;I D;
13329;EG;R261J;MID-261/D10;N51010326;W000525762;EGKK;EG;W0028;WGE;EGTT;EGTT;;;;I D;
13330;EG;SAM20;SAM-070/D20.0;N51051233;W000513629;EGKK;EG;W0029;WGE;EGTT;EGTT;;;;I D;
13331;EG;SFD07;SFD-345/D7.0;N50521804;E000035950;EGKK;EG;W0025;WGE;EGTT;EGTT;;;;I D;
13332;EG;SFD14;SFD-345/D14.0;N50585798;E000003905;EGKK;EG;W0026;WGE;EGTT;EGTT;;;;I D;
13333;EG;SFD16;SFD-315/D16;N50560541;W000114648;EGKK;EG;W0027;WGE;EGTT;EGTT;;;;I D;
13334;EG;SFD17;SFD-345/D17.0;N51014935;W000004714;EGKK;EG;W0026;WGE;EGTT;EGTT;;;;I D;
13335;EG;SFD21;SFD-345/D21.0;N51053781;W000024235;EGKK;EG;W0026;WGE;EGTT;EGTT;;;;I D;
13336;EG;SFD25;SFD-313/D25;N51015694;W000223456;EGKK;EG;W0027;WGE;EGTT;EGTT;;;;I D;
13337;EG;SFD28;SFD-304/D28.0;N51001609;W000302154;EGKK;EG;W0029;WGE;EGTT;EGTT;;;;I E;
13338;EG;SFD33;SFD-304/D33.0;N51025161;W000370769;EGKK;EG;W0029;WGE;EGTT;EGTT;;;;I E;
13339;EG;X279;SFD-333/MAY-279;N51014745;W000074260;EGKK;EG;W0034;WGE;EGTT;EGTT;;;;I F;
13342;EG;5ILST;LCY-308/ILST D05.0 (5.3);N51330846;W000022942;EGLC;EG;W0028;WGE;EGTT;EGTT;;;;I F;
13343;EG;BPK12;BPK-153/D12.0;N51343527;E000031105;EGLC;EG;W0029;WGE;EGTT;EGTT;;;;I D;
13324;EG;OCK18;OCK-179/D18.0;N51002197;W000244823;EGKK;EG;W0030;WGE;EGTT;EGTT;;;;I D;
13345;EG;CLN27;CLN-247/D27.0;N51391671;E000293944;EGLC;EG;W0025;WGE;EGTT;EGTT;;;;I D;
13346;EG;CLN34;CLN-247/D34.0;N51361368;E000193297;EGLC;EG;W0026;WGE;EGTT;EGTT;;;;I D;
13347;EG;ILST1;RW28-096/D01.0;N51301488;E000052265;EGLC;EG;W0031;WGE;EGTT;EGTT;;;;I D;
13348;EG;ILST3;RW10-276/ILST D03.4;N51303008;W000024138;EGLC;EG;W0030;WGE;EGTT;EGTT;;;;I F;
13349;EG;ILST5;RW10-276/ILST D05.0;N51303458;W000051486;EGLC;EG;W0030;WGE;EGTT;EGTT;;;;I F;
13350;EG;LON19;LON-082/D19.0;N51324443;E000015348;EGLC;EG;W0027;WGE;EGTT;EGTT;;;;I D;
13351;EG;LON23;LON-082/D23.0;N51332777;E000081163;EGLC;EG;W0026;WGE;EGTT;EGTT;;;;I D;
13352;EG;LON27;LON-082/D27.0;N51341076;E000142998;EGLC;EG;W0026;WGE;EGTT;EGTT;;;;I D;
13353;EG;LON31;LON-082/D31.0;N51345342;E000204853;EGLC;EG;W0026;WGE;EGTT;EGTT;;;;I D;
13354;EG;LSR06;RW28-096/ILSR D06.0;N51295957;E000132211;EGLC;EG;W0030;WGE;EGTT;EGTT;;;;I F;
13355;EG;LSR15;RW10-276/D01.5;N51302445;E000002085;EGLC;EG;W0031;WGE;EGTT;EGTT;;;;I D;
13356;EG;LSR34;RW28-096/ILSR D03.4;N51300763;E000091280;EGLC;EG;W0029;WGE;EGTT;EGTT;;;;I F;
13357;EG;LST05;LCY-144/ILST D05.0(5.3);N51262694;E000085994;EGLC;EG;W0030;WGE;EGTT;EGTT;;;;I F;
13360;EG;44FAP;RW24-065/D4.4;N51184502;W000395776;EGLF;EG;W0030;WGE;EGTT;EGTT;;;;I F;
13361;EG;4IFNB;RW24-065/D4;N51183379;W000403155;EGLF;EG;W0030;WGE;EGTT;EGTT;;;;I F;
13362;EG;4IFRG;RW06-065/IFRG-D4;N51182408;W000405967;EGLF;EG;W0030;WGE;EGTT;EGTT;;;;I F;
13363;EG;FAP44;RW06-245/D4.4;N51141818;W000531761;EGLF;EG;W0030;WGE;EGTT;EGTT;;;;I F;
13364;EG;IFRG4;RW06-245/D4;N51142947;W000524392;EGLF;EG;W0030;WGE;EGTT;EGTT;;;;I F;
13365;EG;OCK05;OCK-245/D5;N51155763;W000335215;EGLF;EG;W0029;WGE;EGTT;EGTT;;;;I F;
13366;EG;OCK17;OCK-264/D17;N51153753;W000533425;EGLF;EG;W0031;WGE;EGTT;EGTT;;;;I F;
13367;EG;OCK20;OCK-269/D20;N51165661;W000583725;EGLF;EG;W0031;WGE;EGTT;EGTT;;;;I F;
13368;EG;R150;CPT-150/OCK-269;N51165283;W000595988;EGLF;EG;W0031;WGE;EGTT;EGTT;;;;I F;
13369;EG;R245O;OCK-245/D15;N51111562;W000475433;EGLF;EG;W0030;WGE;EGTT;EGTT;;;;I F;
13370;EG;R255O;OCK-255/D15;N51133968;W000493249;EGLF;EG;W0030;WGE;EGTT;EGTT;;;;I F;
13373;EG;02LON;RW27R-272/LON-D2;N51283610;W000310211;EGLL;EG;W0027;WGE;EGTT;EGTT;;;;I D;
13374;EG;10LON;EPM-320/LON D10.0;N51194508;W000231115;EGLL;EG;W0030;WGE;EGTT;EGTT;;;;I D;
13375;EG;10MID;MID-015/D10.0;N51125945;W000341795;EGLL;EG;W0034;WGE;EGTT;EGTT;;;;I D;
13376;EG;11LON;LAM-265/LON-D11;N51330000;W000450000;EGLL;EG;W0037;WGE;EGTT;EGTT;;;;I F;
13377;EG;12LON;BIG-287/LON-D12.0;N51273363;W000465999;EGLL;EG;W0029;WGE;EGTT;EGTT;;;;I F;
13378;EG;13OCK;TOMMO-067/OCK-D13.0;N51231462;W000073505;EGLL;EG;W0034;WGE;EGTT;EGTT;;;;I F;
13379;EG;14OCK;OCK-306/D14.0;N51255629;W000453270;EGLL;EG;W0029;WGE;EGTT;EGTT;;;;I F;
13380;EG;15LON;RW09L-092/LON-D1.5;N51283941;W000254714;EGLL;EG;W0027;WGE;EGTT;EGTT;;;;I D;
13381;EG;29DET;EPM-093/DET-D29;N51190085;W000102190;EGLL;EG;W0034;WGE;EGTT;EGTT;;;;I D;
13382;EG;30BIG;BIG-334/D30.0;N51453730;W000223675;EGLL;EG;W0034;WGE;EGTT;EGTT;;;;I D;
13383;EG;8LON;BUR-R164/LON-D08;N51230209;W000360313;EGLL;EG;W0028;WGE;EGTT;EGTT;;;;I D;
13384;EG;BARNS;BARNS;N51283904;W000073088;EGLL;EG;W0028;WGE;EGTT;EGTT;;;;W F;
13385;EG;BIG20;BIG-334/D20.0;N51370190;W000142115;EGLL;EG;W0034;WGE;EGTT;EGTT;;;;I D;
13386;EG;BIG25;BIG-334/D25.0;N51411960;W000182875;EGLL;EG;W0034;WGE;EGTT;EGTT;;;;I D;
13387;EG;BIG80;BIG-335/D08.0;N51264859;W000035647;EGLL;EG;W0034;WGE;EGTT;EGTT;;;;I F;
13388;EG;BNN15;BNN-222/D15;N51314827;W000474880;EGLL;EG;W0036;WGE;EGTT;EGTT;;;;I F;
13389;EG;BNN19;BNN-137/D18.3;N51302865;W000105795;EGLL;EG;W0034;WGE;EGTT;EGTT;;;;I F;
13390;EG;BNN4;BNN-222/D4;N51402452;W000365337;EGLL;EG;W0036;WGE;EGTT;EGTT;;;;I F;
13344;EG;CLN17;CLN-247/D17.0;N51433668;E000440816;EGLC;EG;W0024;WGE;EGTT;EGTT;;;;I D;
13391;EG;BNN7;BNN-137/D07.0;N51384515;W000245085;EGLL;EG;W0034;WGE;EGTT;EGTT;;;;I F;
13392;EG;BPK08;BPK-198/D08.0;N51371646;W000094670;EGLL;EG;W0028;WGE;EGTT;EGTT;;;;I D;
13393;EG;CPT8;CPT-104/D08.0;N51280415;W001003270;EGLL;EG;W0038;WGE;EGTT;EGTT;;;;I D;
13394;EG;D3LON;BUR-122/LON-D3;N51283240;W000324120;EGLL;EG;W0034;WGE;EGTT;EGTT;;;;I D;
13395;EG;D4LON;BUR-122/LON-D4;N51290640;W000342520;EGLL;EG;W0034;WGE;EGTT;EGTT;;;;I D;
13396;EG;D5DET;DET-288/D5;N51191900;E000280335;EGLL;EG;W0034;WGE;EGTT;EGTT;;;;I D;
13397;EG;D6LON;LON D6;N51300735;W000373185;EGLL;EG;W0034;WGE;EGTT;EGTT;;;;I D;
13398;EG;D7LON;BUR-122/LON-D7;N51303655;W000390150;EGLL;EG;W0034;WGE;EGTT;EGTT;;;;I D;
13399;EG;DET16;DET-288/D16;N51214015;E000105540;EGLL;EG;W0034;WGE;EGTT;EGTT;;;;I D;
13400;EG;DET20;DET-288/D20;N51223090;E000044115;EGLL;EG;W0034;WGE;EGTT;EGTT;;;;I D;
13401;EG;DET29;DET-286/D29.0;N51242380;W000092170;EGLL;EG;W0034;WGE;EGTT;EGTT;;;;I D;
13402;EG;DET32;EPM-093/DET-D32;N51190470;W000150870;EGLL;EG;W0034;WGE;EGTT;EGTT;;;;I D;
13403;EG;DET34;DET-286/D34.0;N51252575;W000171050;EGLL;EG;W0034;WGE;EGTT;EGTT;;;;I D;
13404;EG;DET5;DET-273/D5;N51182340;E000275220;EGLL;EG;W0034;WGE;EGTT;EGTT;;;;I D;
13405;EG;EPM03;EPM-297/D03.0;N51204030;W000280000;EGLL;EG;W0034;WGE;EGTT;EGTT;;;;I F;
13406;EG;GERGA;GERGA;N51360106;W000305326;EGLL;EG;W0030;WGE;EGTT;EGTT;;;;W F;
13407;EG;HOLBY;HOLBY;N51313390;W000070715;EGLL;EG;W0028;WGE;EGTT;EGTT;;;;W F;
13408;EG;I153;RW23-225/EPM-333;N51261935;W000290640;EGLL;EG;W0034;WGE;EGTT;EGTT;;;;I D;
13409;EG;I317;MAY-317/MID-029;N51200845;W000235220;EGLL;EG;W0028;WGE;EGTT;EGTT;;;;I D;
13410;EG;IAA4;RW09L-274/IAA-D4.0;N51283720;W000352995;EGLL;EG;W0034;WGE;EGTT;EGTT;;;;I F;
13411;EG;IAA75;RW09L-274/IAA-D7.5;N51283535;W000410580;EGLL;EG;W0034;WGE;EGTT;EGTT;;;;I F;
13412;EG;IBB4;RW09R-274/IBB-D4.0;N51275146;W000352024;EGLL;EG;W0034;WGE;EGTT;EGTT;;;;I F;
13413;EG;IBB75;RW09R-274/IBB-D7.5;N51274960;W000405600;EGLL;EG;W0034;WGE;EGTT;EGTT;;;;I F;
13414;EG;ILL01;ILL-D1;N51275265;W000302165;EGLL;EG;W0034;WGE;EGTT;EGTT;;;;I D;
13415;EG;ILL4;RW27L-093/ILL-D4.0;N51275493;W000193904;EGLL;EG;W0028;WGE;EGTT;EGTT;;;;I F;
13416;EG;ILL75;RW27L-093/ILL-D7.5;N51275561;W000140613;EGLL;EG;W0027;WGE;EGTT;EGTT;;;;I F;
