ENRT;;00;KW;LO;D;B;1690;R;035;;08500;;;;;KLAGENFURT;NDB;1969
ENRT;;00;L;EF;D;B;3400;L;;10;03900;;;;;LIMA;NDB;1973
ENRT;;00;LA;BI;D;B;0170;R;;10;04500;;;;;LANGHOLT;NDB;1980
ENRT;;00;LAA;EF;D;B;1140;L;;10;01700;;;;;LAANILA LOM RW12;NDB;1985
ENRT;;00;LABUD;LY;E;A;1190;R;;10;03000;;;;;GOLUB;WAYPOINT;6089
ENRT;;00;LAT;LI;D; ;2680;R;035;;FL090;;;;;LATINA;VHF;404
ENRT;;00;LB;ES;D;B;1390;R;;10;02500;;;;;ANGELHOLM;NDB;1991
ENRT;;00;LCY;EG;D;B;2770;R;;10;01800;;;;;LONDON/CITY;NDB;1996
ENRT;;00;LCZ;LE;D;B;0490;R;;10;03500;;;;;MURCIA-SAN JAVIER;NDB;1997
ENRT;;00;LDZ;EP;D; ;2190;R;;10;02800;;230;;;LODZ;VHF;413
ENRT;;00;LEKSA;EN;E;A;2120;L;;10;05000;;;;;LEKSA;WAYPOINT;6271
ENRT;;00;LEKTO;LE;E;A;3070;R;;15;;;;;;LEKTO;WAYPOINT;6273
ENRT;;00;LEV;LI;D;B;2050;L;;10;04000;;;;;LEVALDIGI (CUNEO);NDB;2003
ENRT;;00;LHO;LF;D;B;2260;R;;10;02000;;220;;;LE HAVRE;NDB;2008
ENRT;;00;LIE;EF;D;B;2610;R;;15;02200;;;;;TURKU LOM RW26;NDB;2012
ENRT;;00;LIKTI;ED;E;A;0530;R;035;;;;;;;LIKTI;WAYPOINT;6336
ENRT;;00;LIN;LI;D;B;3560;R;;10;02500;;;;;MILANO LINATE;NDB;2013
ENRT;;00;LIS;LP;D; ;0950;R;130;;FL150;FL280;;;;LISBOA;VHF;422
ENRT;;00;LJU03;ES;E;A;1080;R;030;;02000;;;;;KRIKA HOLDING;WAYPOINT;6390
ENRT;;00;LJU30;ES;E;A;2950;R;031;;02000;;;;;TOFTA HOLDING;WAYPOINT;6391
ENRT;;00;LL;LF;D;B;2590;R;;10;02000;;;;;LILLE;NDB;2019
ENRT;;00;LM;LP;D; ;3330;R;;10;04700;FL140;;;;LAJES;VHF;426
ENRT;;00;LND;EG;D; ;1390;R;;10;;;;;;LANDS END;VHF;431
ENRT;;00;LNZ;LO;D; ;0860;L;035;;03000;;;;;LINZ;VHF;434
ENRT;;00;LNZ;LO;D;B;2660;R;035;;04000;;;;;LINZ;NDB;2029
ENRT;;00;LONDA;LI;E;A;1570;L;;10;04000;;;;;LONDA;WAYPOINT;6427
ENRT;;00;LONGA;LY;E;A;3010;L;;10;04900;;;;;;WAYPOINT;6430
ENRT;;00;LOTIN;BI;E;A;2000;R;;10;FL100;;;;;LOTIN;WAYPOINT;6455
ENRT;;00;LPL;EG;D;B;0900;R;;10;02500;;;;;LIVERPOOL;NDB;2043
ENRT;;00;LR;EN;D;B;3480;R;;10;06000;;;;;LAKSFORS;NDB;2047
ENRT;;00;LSE;LF;D; ;3230;L;;15;FL195;;;;;SATOLAS;VHF;443
ENRT;;00;LSV;LG;D; ;1300;R;;10;04500;;;;;LESVOS;VHF;445
ENRT;;00;LT;ES;D;B;1850;R;;10;02600;;;;;HALMSTAD;NDB;2057
ENRT;;00;LU;LQ;D;B;3090;L;035;;03300;;;;;BANJA LUKA;NDB;2060
ENRT;;00;LUGAN;LS;E;A;1680;R;;10;FL100;;;;;LUGAN;WAYPOINT;6474
ENRT;;00;LUNAN;EN;E;A;0380;R;;10;05000;;;;;LUNAN;WAYPOINT;6510
ENRT;;00;LUPAS;ED;E;A;0320;R;;10;04000;;;;;LUPAS;WAYPOINT;6520
ENRT;;00;LUT;EG;D;B;2570;R;;10;02000;;210;;;LUTON;NDB;2063
ENRT;;00;LV;ES;D;B;0030;R;;10;02200;;;;;ARVIKA;NDB;2065
ENRT;;00;LVK;EN;D;B;0760;L;;10;04000;;;;;LEIRVIKA;NDB;2066
ENRT;;00;LW;ED;D;B;2490;R;035;;02500;;;;;KOLN/BONN;NDB;2068
ENRT;;00;LYS;LF;D;B;3580;L;030;;03000;;;;;LYON/SAT;NDB;2074
ENRT;;00;MAARE;BG;E;A;2460;R;;10;FL100;;;;;MARRE;WAYPOINT;6569
ENRT;;00;MAGEE;EG;E;A;2580;L;;10;02000;;;;;MAGEE;WAYPOINT;6606
ENRT;;00;MAPIG;ED;E;A;0940;R;070;;FL090;;;;;;WAYPOINT;6675
ENRT;;00;MAPIS;LI;E;A;0670;L;040;;04000;;220;;;;WAYPOINT;6676
ENRT;;00;MAPUS;EF;E;A;0790;R;;10;02200;;;;;;WAYPOINT;6680
ENRT;;00;MARNO;EI;E;A;3100;R;035;;02500;;;;;MARNO;WAYPOINT;6704
ENRT;;00;MASAL;LF;E;A;0980;R;;10;05000;;;;;MASAL;WAYPOINT;6717
ENRT;;00;MATSI;ED;E;A;0970;R;;10;05000;;;;;MATSI;WAYPOINT;6739
ENRT;;00;MB;EK;D;B;2750;L;;10;;;170;;;;NDB;2087
ENRT;;00;MBG;ED;D; ;0890;R;;10;FL070;;;;;MOOSBURG;VHF;467
ENRT;;00;MC;ED;D;B;0660;R;;10;04000;;;;;MUNICH;NDB;2090
ENRT;;00;MCH;EG;D;B;2370;L;;10;03000;;;;;MANCHESTER;NDB;2092
ENRT;;00;MDF;ED;D; ;0800;R;;10;FL070;;;;;MILLDORF;VHF;470
ENRT;;00;MEGIK;LR;E;A;0360;L;;10;FL050;;;;;FLORA;WAYPOINT;6806
ENRT;;00;MEIZE;LF;E;A;0640;L;040;;03000;FL070;220;;;MEIZE;WAYPOINT;6807
ENRT;;00;MES;EN;D; ;1790;R;;10;05000;;;;;MESNALI;VHF;475
ENRT;;00;MGA;LE;D; ;2100;R;;15;FL200;;;;;MALAGA;VHF;478
ENRT;;00;MIL;LG;D; ;3380;R;035;;;;;;;MILOS;VHF;486
ENRT;;00;MILBI;LI;E;A;1110;L;040;;03000;;;;;MILBI;WAYPOINT;6847
ENRT;;00;MKN;LG;D; ;0900;R;;10;03500;;;;;MIKONOS;VHF;488
ENRT;;00;MKR;LG;D; ;3300;L;035;;05000;;;;;MIKRA;VHF;489
ENRT;;00;MKR09;LG;E;A;3440;L;;15;04000;;;;;MKR-164/D09.0;WAYPOINT;6896
ENRT;;00;ML;EK;D;B;1010;L;;10;02300;;;;;TIRSTRUP;NDB;2113
ENRT;;00;ML;EN;D;B;2570;L;;10;05000;;230;;;MOLDE;NDB;2114
ENRT;;00;MN;LE;D;B;0100;R;;10;02500;;;;;MENORCA MAHON;NDB;2121
ENRT;;00;MNF;LE;D;B;2100;L;;10;03500;;;;;MORON;NDB;2123
ENRT;;00;MNR;LH;D;B;3100;R;035;;FL040;;;;;MONOR;NDB;2124
ENRT;;00;MOODY;EG;E;A;2640;L;030;;02300;;;;;MOODY;WAYPOINT;6971
ENRT;;00;MOTAK;BI;E;A;0140;L;;10;FL140;;;;;MOTAK;WAYPOINT;7010
ENRT;;00;MOU;LF;D; ;3120;R;;10;03100;;;;;MOULINS;VHF;504
ENRT;;00;MR;LJ;D;B;3250;R;;10;03500;;;;;MARIBOR;NDB;2131
ENRT;;00;MSK;EN;D;B;0170;L;035;;04000;;;;;MORSKOGEN;NDB;2136
ENRT;;00;MZL;LR;D;B;2530;R;;10;FL050;;;;;MIZIL;NDB;2155
ENRT;;00;NA;BG;D;B;2670;R;;10;06800;;;;;NARSASUAQ;NDB;2157
ENRT;;00;NARSO;EH;E;A;3580;L;;10;FL200;;;;;NARSO;WAYPOINT;7107
ENRT;;00;NASRI;EI;E;A;0490;R;050;;06000;FL140;220;;;NASRI;WAYPOINT;7119
ENRT;;00;NB;LF;D;B;2040;R;;10;04000;;;;;BORDEAUX;NDB;2163
ENRT;;00;NEDUL;EG;E;A;0270;R;050;;04000;;;;;NEDUL;WAYPOINT;7154
ENRT;;00;NEGEL;EI;E;A;1670;R;;15;03000;FL080;220;;;;WAYPOINT;7159
ENRT;;00;NEGIL;ES;E;A;2050;R;;15;FL100;;230;;;NEGIL;WAYPOINT;7160
ENRT;;00;NEKLA;ES;E;A;3100;R;;15;FL245;;;;;NEKLA;WAYPOINT;7167
ENRT;;00;NER;LK;D; ;0780;L;;10;05500;;;;;NERATOVICE;VHF;521
ENRT;;00;NGY;EG;D;B;3270;R;035;;;;;;;NEW GALLOWAY;NDB;2174
ENRT;;00;NIK;LY;D;B;1450;R;035;;07700;;;;;NIKSIC;NDB;2176
ENRT;;00;NIZ;LF;D; ;1890;L;;10;12300;FL170;250;;;NICE;VHF;532
ENRT;;00;NMS;EN;D;B;2540;L;;10;04000;;;;;NAMSOS;NDB;2185
ENRT;;00;NOA;EK;D; ;1210;R;035;;;;;;;NORA;VHF;533
ENRT;;00;NORGO;EN;E;A;0770;L;;10;04000;;230;;;;WAYPOINT;7327
ENRT;;00;NTD;EN;D;B;0740;L;035;;08000;;;;;NOTODDEN;NDB;2202
ENRT;;00;NV;ES;D;B;2800;R;;15;03300;;;;;VILHELMINA;NDB;2205
ENRT;;00;NVS;LE;D; ;2500;L;;10;06000;;;;;NAVAS DEL REY;VHF;542
ENRT;;00;NW;ES;D;B;3020;R;;10;02100;;230;;;NYKOPING-OXELOSUND;NDB;2208
ENRT;;00;OA;ES;D;B;1960;R;;10;02800;;;;;JONKOPING;NDB;2217
