A27;0040;TALEN;LE;E;A;E   ;;O;L;B;RO;;;;   ;;;3594;0485;3595;FL065;;FL245
A27;0050;POS;LE;D;;V C ;;O;L;B;RO;;;;   ;;;0024;0343;3595;FL065;;FL245
A27;0060;KENAS;LE;E;A;E C ;;O;L;B;RO;;;;   ;;;0024;0065;0024;FL065;;FL245
A27;0070;SISMO;LE;E;A;E   ;;O;L;B;RO;;;;   ;;;0024;0152;0024;FL065;;FL245
A27;0080;DUNES;LE;E;A;E   ;;O;L;B;RO;;;;   ;;;0024;0207;0024;FL065;;FL245
A27;0090;SADEM;LE;E;A;E   ;;O;L;B;RO;;;;   ;;;0024;0044;0024;FL065;;FL245
A27;0100;POLOS;LE;E;A;E   ;;O;L;B;RO;;;;   ;;;0024;0126;0024;FL065;;FL245
A27;0110;SALON;LE;E;A;E   ;;O;L;B;RO;;;;   ;;;0025;0111;0025;FL065;;FL245
A27;0120;FEVIK;LE;E;A;E   ;;O;L;;RO;;;;   ;;;0025;0160;0025;FL065;;FL245
A27;0130;BGR;LE;D;;V   ;;O;L;;RR;;;;   ;;;3430;0334;0025;FL075;;FL245
A27;0140;KANIG;LE;E;A;R C ;;O;L;;RR;;;;   ;;;3430;0170;3430;06000;;FL195
A27;0150;PPG;LF;D;;V C ;;O;L;;RO;;;;   ;;;0071;0269;3429;06000;;FL195
A27;0160;SIJAN;LF;E;A;E   ;;O;L;;RO;;;;   ;;;0071;0332;0071;05906;;FL195
A27;0170;BRUSC;LF;E;A;T   ;;O;L;;RO;;;;   ;;;0072;0519;0071;FL100;;FL195
A27;0180;MEN;LF;D;;V C ;;O;L;;RO;;;;   ;;;0011;0209;0073;06073;;FL195
A27;0190;MOKDI;LF;E;A;E   ;;O;L;;RO;;;;   ;;;0028;0088;0011;06073;;FL195
A27;0200;MINPA;LF;E;A;E   ;;O;L;;RO;;;;   ;;;0016;0410;0028;06073;;FL195
A27;0210;CFA;LF;D;;V C ;;O;L;;RO;;;;   ;;;0188;0450;0017;FL075;;FL195
A27;0215;FIR03;LF;E;A;E   ;;O;L;;RR;;;;   ;;;0193;0131;0190;FL075;;FL195
A27;0220;MOU;LF;D;;V C ;;O;L;F;RR;;;;   ;;;3531;0612;0194;FL055;;FL195
A27;0225;OSKIN;LF;E;A;E   ;;O;L;F;RR;;;;   ;;;3530;0416;3531;FL055;;FL115
A27;0230;BRY;LF;D;;VEC ;;O;L;;  ;;;;   ;;;0000;0000;3531;;;
A28;0010;RASDA;HE;E;A;E C ;;O;L;;RR;;;;   ;;;0469;0559;0000;06000;;FL245
A28;0015;GIPAS;LC;E;A;E   ;;O;L;;RR;;;;   ;;;0473;0164;0472;06000;;FL245
A28;0020;APLON;LC;E;A;E C ;;O;L;;RR;;;;   ;;;0481;0821;0474;06000;;FL245
A28;0030;LOSOS;LC;E;A;E C ;;O;L;;RR;;;;   ;;;0485;0160;0486;06000;;FL245
A28;0040;LCA;LC;D;;V C ;;O;L;;RR;;;;   ;;;3414;0656;0486;08000;;FL245
A28;0050;DOREN;LC;E;A;EEC ;M;O;L;;RR;;;;   ;;;3600;0000;3411;FL095;;FL285
A29;0110;MJV;LE;D;;V C ;;O;L;F;RR;;;;   ;;;2927;0181;0000;FL075;;FL245
A29;0120;ADX;LE;D;B;N C ;;O;L;F;RR;;;;   ;;;3141;0400;2926;FL095;;FL245
A29;0130;DRAGO;LE;E;A;E C ;;O;L;F;RR;;;;   ;;;3393;0395;3138;FL095;;FL245
A29;0140;PAPOS;LE;E;A;E   ;;O;L;F;RR;;;;   ;;;3392;0341;3392;FL095;;FL245
A29;0150;RES;LE;D;;V   ;;O;L;F;RR;;;;   ;;;3564;0109;3391;FL075;;FL245
A29;0160;KARES;LE;E;A;E   ;;O;L;F;RR;;;;   ;;;3564;0128;3564;FL075;;FL245
A29;0170;ARBEK;LE;E;A;E   ;;O;L;F;RR;;;;   ;;;3564;0092;3564;FL115;;FL245
A29;0180;REBUL;LE;E;A;E   ;;O;L;F;RR;;;;   ;;;3565;0268;3565;FL115;;FL245
A29;0190;USKAR;LE;E;A;E   ;;O;L;F;RR;;;;   ;;;3565;0175;3565;FL115;;FL245
A29;0200;MOPAS;LE;E;A;E   ;;O;L;F;RR;;;;   ;;;3565;0204;3565;FL115;;FL245
A29;0210;GIROM;LE;E;A;E C ;;O;L;F;RR;;;;   ;;;3578;0135;3565;12493;;FL195
A29;0220;ASPET;LF;E;A;E   ;;O;L;F;RR;;;;   ;;;3561;0534;3578;12493;;FL195
A29;0230;AGN;LF;D;;VEC ;;O;L;;  ;;;;   ;;;0000;0000;3562;;;
A293;0010;IZA;LE;D;B;N C ;;O;L;F;RR;;;;   ;;;3550;0332;0000;05500;;FL245
A293;0020;GATOS;LE;E;A;E C ;;O;L;F;RR;;;;   ;;;3550;0534;3550;05500;;FL245
A293;0025;MARTA;LE;E;A;E   ;;O;L;F;RR;;;;   ;;;3550;0213;3550;05500;;FL245
A293;0030;EBROX;LE;E;A;E   ;;O;L;F;RR;;;;   ;;;3550;0265;3550;05500;;FL245
A293;0040;RES;LE;D;;VE  ;;O;L;;  ;;;;   ;;;0000;0000;3550;;;
A3;0010;MONTS;LF;E;A;E   ;;O;L;F;RR;;;;   ;;;1622;0153;0000;FL065;;FL195
A3;0020;GIPEX;LF;E;A;R   ;;O;L;F;RR;;;;   ;;;1620;0383;1622;FL065;;FL195
A3;0030;NEV;LF;D;;V C ;;O;L;;RR;;;;   ;;;1336;0268;1620;FL065;;FL195
A3;0035;ATRID;LF;E;A;E C ;;O;L;;RR;;;;   ;;;1334;0125;1337;FL065;;FL195
A3;0040;MOU;LF;D;;V C ;;O;L;;RR;;;;   ;;;1599;0160;1335;FL065;;FL195
A3;0050;OMANI;LF;E;A;E C ;;O;L;;RR;;;;   ;;;1595;0220;1600;FL065;;FL195
A3;0060;LESPI;LF;E;A;E C ;;O;L;;RR;;;;   ;;;1598;0103;1596;FL065;;FL195
A3;0065;BELVU;LF;E;A;E   ;;O;L;;RR;;;;   ;;;1598;0075;1598;FL065;;FL195
A3;0070;ONZON;LF;E;A;E   ;;O;L;;RR;;;;   ;;;1597;0027;1598;05692;;FL195
A3;0075;BELEP;LF;E;A;E   ;;O;L;;RR;;;;   ;;;1598;0293;1597;05692;;FL195
A3;0080;MURRO;LF;E;A;E   ;;O;L;;RR;;;;   ;;;1599;0131;1599;05692;;FL195
A3;0090;AMIKO;LF;E;A;E   ;;O;L;;RR;;;;   ;;;1599;0366;1599;05692;;FL195
A3;0100;MTL;LF;D;;V C ;;O;L;;RR;;;;   ;;;1126;0213;1600;08038;;FL195
A3;0105;DELIR;LF;E;A;E   ;;O;L;;RR;;;;   ;;;1128;0404;1128;08038;;FL195
A3;0110;PERUS;LF;E;A;E C ;;O;L;;RO;;;;   ;;;1804;0097;1131;07300;;FL195
A3;0120;DGN;LF;D;;V C ;;O;L;;RO;;;;   ;;;1797;0237;1804;07300;;FL195
A3;0130;AMFOU;LF;E;A;E C ;;O;L;;RR;;;;   ;;;1354;0171;1797;04800;;FL195
A3;0140;PIXOT;LF;E;A;E   ;;O;L;;RR;;;;   ;;;1356;0142;1356;04800;;FL195
A3;0150;STP;LF;D;;V C ;;O;L;;RR;;;;   ;;;0983;0209;1356;FL055;;FL195
A3;0160;LERMA;LF;E;A;E   ;;O;L;;RR;;;;   ;;;0985;0230;0985;FL055;;FL195
A3;0170;OMARD;LF;E;A;E   ;;O;L;;RR;;;;   ;;;0988;0090;0987;FL055;;FL195
A3;0180;MERLU;LF;E;A;E C ;;O;L;;RR;;;;   ;;;0988;0220;0988;FL055;;FL195
A3;0190;GURPA;LF;E;A;E   ;;O;L;;RR;;;;   ;;;0942;0037;0990;FL055;;FL195
A3;0200;SODRI;LF;E;A;E   ;;O;L;;RR;;;;   ;;;1000;0188;0942;FL055;;FL195
A3;0210;NORKA;LF;E;A;E   ;;O;L;;RR;;;;   ;;;0991;0051;1002;FL055;;FL195
A3;0220;SUDAS;LF;E;A;E C ;;O;L;;RR;;;;   ;;;0993;0136;0991;FL055;;FL195
A3;0230;MILNO;LF;E;A;E C ;;O;L;;RR;;;;   ;;;0994;0162;0994;05266;;FL195
A3;0240;CAPCO;LF;E;A;E   ;;O;L;;RR;;;;   ;;;0996;0078;0995;FL085;;FL195
A3;0250;MIRSA;LI;E;A;E C ;;O;L;;RR;;;;   ;;;0996;0290;0997;FL085;;FL195
A3;0260;ELB;LI;D;;VEC ;;O;L;;  ;;;;   ;;;0000;0000;0999;;;
